player_id,competition_id,season_id,passes_attempted,passes_completed,progressive_passes,passes_forward,passes_sideways,passes_backward,pass_length_total,key_passes,crosses,long_balls,pressures,pressure_successes,tackles,interceptions,aerial_duels,aerial_won,progressive_carries,carries_into_final_third,dribbles_attempted,dribbles_completed,shots,xg,box_touches
6787.0,11,40,24.0,16.0,5.0,18.0,3.0,3.0,513.618549,1,2,3.0,14.0,1,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
6821.0,11,40,56.0,32.0,17.0,34.0,11.0,11.0,1205.9843924,2,10,10.0,25.0,5,3.0,3.0,1.0,0.0,8.0,8.0,3.0,1.0,1.0,0.0064483653,8.0
6836.0,11,40,25.0,18.0,4.0,22.0,1.0,2.0,456.3669645,0,0,3.0,19.0,7,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.052341946,0.0
6870.0,11,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6891.0,11,40,15.0,10.0,7.0,13.0,1.0,1.0,436.2647941,0,0,7.0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07157705,5.0
6904.0,11,40,23.0,15.0,4.0,20.0,2.0,1.0,440.0672474,0,0,3.0,24.0,2,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
6907.0,11,40,13.0,11.0,2.0,5.0,6.0,2.0,167.359767,1,0,0.0,13.0,3,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
6913.0,11,40,38.0,32.0,12.0,28.0,8.0,2.0,785.111524,0,1,6.0,14.0,1,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.009685302,0.0
6997.0,11,40,39.0,32.0,8.0,24.0,10.0,5.0,817.8398492,1,2,8.0,26.0,5,6.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,1.0,0.01096073,4.0
7030.0,11,40,26.0,22.0,6.0,22.0,1.0,3.0,642.9439803,0,0,6.0,5.0,1,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0
7055.0,11,40,39.0,14.0,32.0,38.0,0.0,1.0,2099.981321,0,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7069.0,11,40,17.0,10.0,11.0,17.0,0.0,0.0,857.3590967,0,0,14.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7476.0,11,40,20.0,13.0,4.0,14.0,4.0,2.0,346.3937001,0,1,3.0,13.0,1,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7669.0,11,40,14.0,9.0,1.0,9.0,4.0,1.0,193.9850701,0,1,0.0,14.0,0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0
8218.0,11,40,27.0,20.0,3.0,10.0,10.0,7.0,363.2213598,1,0,1.0,7.0,1,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,5.0,0.297839357,13.0
8234.0,11,40,35.0,23.0,9.0,27.0,5.0,3.0,765.5807826,0,0,9.0,16.0,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9399.0,11,40,82.0,66.0,9.0,53.0,17.0,12.0,1526.27294,1,0,8.0,48.0,4,13.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,0.075103313,0.0
11179.0,11,40,26.0,17.0,12.0,26.0,0.0,0.0,1141.649086,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11270.0,11,40,308.0,253.0,25.0,159.0,84.0,65.0,5333.6983066,8,2,29.0,79.0,20,17.0,7.0,10.0,0.0,17.0,24.0,29.0,23.0,12.0,1.333631584,52.0
11386.0,11,40,43.0,33.0,7.0,30.0,7.0,6.0,870.4617808,0,0,6.0,21.0,3,5.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,1.0,0.06773658,2.0
